,article_title,lastrevid
3657,Olekina Ledama,1104757518
3658,Augustine Lotodo,1047038820
3659,Ciokaraine M'Barungu,1050937193
3660,Cleopa Kilonzo Mailu,1113754638
3661,Betty Maina,1023980701
3662,Richard Makenga,1105689993
3663,Maurice S. Makhanu,1040404279
3664,Marere wa Mwachai,992005717
3665,Sylvanus Maritim,1110579499
3666,Mark Lomunokol,1107325486
3667,Jael Mbogo,1097618386
3668,Kinuthia Mbugua,1100202064
3669,Julius Kibiwott Melly,952727230
3670,Kibiwott Munge,1088262691
3671,Kinuthia Murugu,882944475
3672,Amram Musungu,986544866
3673,Chelagat Mutai,1107225812
3674,Francis Muthaura,1081172979
3675,Kassim Mwamzandi,908014009
3676,John Harun Mwau,1106642901
3677,Anne Kananu,1106673774
3678,Gunga Mwinga,1103930633
3679,Gideon Mwiti,1084421293
3680,Tiras Nyingi Ngahu,1073684937
3681,Onesmas Ngunjiri,1107657158
3682,Gitau wa Njenga,1106140473
3683,James Njiru,1099165153
3684,Stanley Nyagah,1115113900
3685,Ndindi Nyoro,1114726094
3686,Malik Obama,1115267227
3687,Ahmed Abdi Ogle,1022603728
3688,Moses ole Sakuda,1111700581
3689,William Odongo Omamo,1096669223
3690,Elijah Omolo Agar,999136727
3691,Ruth Oniang'o,1113462961
3692,John Owino,1104178485
3693,Joshua Aduma Owuor,1110701072
3694,Ali Roba,1104436466
3695,Wesley K. Rono,1024793476
3696,Ibrahim A. Saney,936774371
3697,Kimaiyo Sego,1095169588
3698,Cornelly Serem,1104178472
3699,Lawrence Sifuna,1021451109
3700,Elijah K. Sumbeiywo,1035136688
3701,Harry Thuku,1098192265
3702,Quincy Timberlake,1103733442
3703,Lilian Tomitom,1022602552
3704,Tecla Tum,1022297944
3705,Benedict Wachira,1099442981
3706,Machel Waikenda,1093095800
3707,Nzioka Waita,973097520
3708,Judi Wakhungu,1091836049
3709,Emmanuel Wangwe,1066948595
3710,Hassan Wario,1104540744
3711,Choe Won-taek,1088856746
3712,Han Kil-son,994397996
3713,Ho Ka-i,1110416586
3714,Kim Jo-guk,1111681831
3715,Jo Yon-jun,1070147185
3716,Jon Hui-jong,1104639977
3717,Jong Chun-sil,1106784625
3718,Kang Hyong-bong,1111471366
3719,Kang Ki-sop,1111471386
3720,Kang Kwan-il,1111471392
3721,Kang Kwan-ju,1111471405
3722,Kang Min-chol,1111471431
3723,Kang Mun-sok,1102258427
3724,Kang Nung-su,987463816
3725,Kang Phyo-yong,1106858161
3726,Kang Tong-yun,1111471471
3727,Kang Yong-sop,1111471503
3728,Kim Chon-hae,1011882896
3729,Kim Il-chol,1110841986
3730,Kim Pong-chol,987289456
3731,Kim Rak-gyom,1078662180
3732,Kim Ung,1111191028
3733,Kim Yong-ju,1100241392
3734,O Sang-hon,901843863
3735,Pak Chun-hwa,994400474
3736,Pak Myong-chol,1070146029
3737,Pak Yong-il,1111339203
3738,Pak Yong-sun (politician),1067086108
3739,Ri Hi-yong,1092539237
3740,Ri Man-gon,1070145508
3741,Ri Pyong-chol,1098010868
3742,Ri Yong-mu,1091894749
3743,Sung Jusik,1028731483
3744,Yang Bin (businessman),1061877239
3745,Yun Jong-rin,1001811053
3746,An Kyung-duk,1096123862
3747,Cha Myong-jin,1100607349
3748,Chang Sŏng-man,1064138686
3749,Chang Jung-sook,1100655455
3750,Cho Hyun-ok,1085298359
3751,Cho Soon,1113633066
3752,Choi Bae-geun,1064134933
3753,Choi Gyung-hwan,1064133524
3754,Choi Hye-young,1064128357
3755,Choi Jae-hyung,1100197511
3756,Choi Jong-won,1077992255
3757,Choi Sae-hwang,1084839118
3758,Chun Yung-woo,1092429890
3759,Chung Chil-sung,1115120957
3760,Chung Jin-suk (politician),1110180763
3761,Chung Woo-taik,1100753979
3762,Chung Woon-chun,1095456157
3763,Ha Tae-keung,1095456259
3764,Han Sun-kyo,1064117499
3765,Hong Moon-jong,1064104529
3766,Hong Sook-ja,1085298467
3767,Hwang Young-cheul,1080626657
3768,Hwangbo Seung-hee,1095459430
3769,Jang Kyung-tae,1064135322
3770,Jang Sung-min,1108891281
3771,Jang Tae-wan,1065609430
3772,Jee Man-won,987218773
3773,Jeon Kwang-hoon,1114570056
3774,Jeong Seung-hwa,1095028849
3775,Kang Yong-suk,1107675472
3776,Kim Choong-soo,1092597492
3777,Kim Eun-hye (politician),1101948116
3778,Kim Han-jung,1101826080
3779,Kim Hyung-shik,1089063837
3780,Kim Jae-yeon (politician),1104834756
3781,Kim Jong-hoe,1064139400
3782,Kim Jong-hwan (military officer),1108889400
3783,Kim Joon-kyo,1094552070
3784,Kim Jung-hwa (politician),1064122680
3785,Kim Nam-kuk,1100206044
3786,Kim Se-jin (politician),1064137673
3787,"Kim Seon-dong (politician, born 1967)",1091436290
3788,Kim Woong,1095456056
3789,Kim Yong-hwan (activist),1103661091
3790,"Kim Young-bae (politician, born 1967)",1064135553
3791,Yun-Tae Kim,1081469858
3792,Koo Yun-cheol,1064131525
3793,Kwak Sang-hoon,1109381257
3794,Kweon Seong-dong,1100513078
3795,Lee Baek-yun,1096054624
3796,Lee Cha-su,1101776299
3797,Lee Chul-woo,1072898156
3798,Lee In-je,1081993218
3799,Lee Keun-shik,1066448181
3800,Lee Sang-kyu,1102853630
3801,Lee Su-jin (politician),1089061824
3802,Lee Tae-bok,1100038569
3803,Min Jong-gi,1111213333
3804,Moon Sung-hyun,987008633
3805,Moon Sung-keun,1102261946
3806,Noh Hyeong-ouk,1087611699
3807,Oh Shin-hwan,1103665348
3808,Pak Tongjin,1109535553
3809,Park Jong-sun,987435977
3810,Park Joo-hyun (politician),1100208904
3811,Park Ju-won (politician),1089062075
3812,"Park Jun-young (government official, born 1967)",1102857674
3813,Park Kwang-on,1086823866
3814,Park Myung-keun,1039915929
3815,Park Seung,1092597275
3816,Seonu Hwi,1100113071
3817,Shin Jeong-yil,1060114009
3818,Shin Seong-il,1115089132
3819,Song Ja,1070719340
3820,Song Ki-seok,1022487182
3821,Woo Hee-jong,1064138301
3822,Woo Sang-ho (politician),1114229571
3823,Yeo Sang-kyoo,1078834977
3824,Yun Chi-chang,1095472696
3825,Yun Hee-suk,1076833954
3826,Yun Ho-jung,1092133238
3827,Yun Il-seon,1096256383
3828,Yun So-ha,1064118955
3829,Yun Young-sun (minister),1064136034
3830,Bak Gyusu,1105280259
3831,Bak Jeongyang,1111645709
3832,Bak Jungyang,1085228273
3833,Chang Deok-soo,978485347
3834,Cho Bong-am,1084726831
3835,Cho Man-sik,1110883678
3836,Choe Bu,1097825392
3837,Choe Yun-ui,1067780824
3838,Chough Pyung-ok,1058634462
3839,Gwon Sang-ha,1115116779
3840,Han Eum,1003641092
3841,Heo Jeok,1035644678
3842,Hong Jung-wook,1109737295
3843,Hong U-won,1062858939
3844,Hwang Gi-cheon,1096148970
3845,Isabu,1101300277
3846,Jang Hyeongwang,1062860556
3847,Jeong Cheol,1085534506
3848,Jeong Hyeon-mo,1085504921
3849,Jeong Nan-jeong,1110571701
3850,Jo So-ang,1102669706
3851,Kim Gap-sun,1062892786
3852,Kim Gu,1111518773
3853,Kim Kyu-sik,1094942243
3854,Kim Man-jung,1109110777
3855,Kim Ok-gyun,1067793976
3856,"Kim Sung-joo (politician, born 1964)",1073532150
3857,Kim Yuk,1109110789
3858,Lee Hoe-yeong,1105872575
3859,Lee Kyu-wan,1113425810
3860,Lim Heon-yong,1064116793
3861,Min Won-sik,1110577652
3862,Min Yeong-chan,1093773841
3863,Myeongnim Dap-bu,1050318897
3864,No Choe,1034112534
3865,No In,1003641194
3866,Oh Se-jung,1091123609
3867,Ok Kwan-bin,1106633628
3868,Park Eun-sik,1019608210
3869,Park Won-jong,1109110145
3870,Sam of Gojoseon,1086181299
3871,Seo Jae-chang,1100569400
3872,Seo Yu-gu,1058489042
3873,Shim Soon-taek,1085785289
3874,Shin Gyu-sik,1066372496
3875,Soh Jaipil,1115084877
3876,Song Byeong-jun,1105556177
3877,Song Ikpil,1025908976
3878,Song In,1058656917
3879,Song Jin-woo (journalist),978644712
3880,Ye Wanyong,1089327011
3881,Yeom Dong-jin,1071685746
3882,Yeon Namsan,1108460610
3883,Yi Dong-hwi,1080782075
3884,Yi Gwangsu,1108020819
3885,Yi Ja-gyeom,1094819669
3886,Yi Jehyeon,1063082388
3887,Yi Ryang,1109192841
3888,Yi Si-yeong,1071569586
3889,Yu Chin-san,1106691304
3890,Yu Kil-chun,1107392356
3891,Yu Sun-jeong,1109192445
3892,Yun Chi-ho,1100242156
3893,Yun Chi-oh,1101124134
3894,Yun Chi-wang,1103781991
3895,Yun Doo-su,1100364926
3896,Yun Im,1085535123
3897,Yun Ung-nyeol,1099691140
3898,Yun Won-hyeong,1095465653
3899,Yun Yeong-ryeol,1112878224
3900,Ali Aliu,1088823081
3901,Sejdo Bajramović,1106919692
3902,Hamza Balje,988565530
3903,Bekim Çollaku,989081930
3904,Veli Deva,1097087563
3905,Bajram Gecaj,1085013172
3906,Getoar Mjeku,1110432610
3907,Mulla Idriz Gjilani,1109348179
3908,Bajram Hasani,1068907924
3909,Adem Hodža,1089913595
3910,Adrijana Hodžić,1059619919
3911,Ragip Jashari,933663830
3912,Elbert Krasniqi,1100006829
3913,Rrahman Morina,1047859449
3914,Hasan Prishtina,1114419215
3915,Gazmend Pula,1113326325
3916,Nenad Rašić,1041150203
3917,Selim Selimi,1102497560
3918,Igor Simić,1110535502
3919,Rexhai Surroi,1034004343
3920,Rada Trajković,1109175174
3921,Visar Ymeri,1036757024
3922,Abdulghaphor Hajjieh,1097091048
3923,Alaa Hussein Ali,1110198052
3924,Ali Hussain Al-Awadhi,994095734
3925,Saad Bin Tefla,1098295980
3926,Haitham al-Ghais,1104873540
3927,Ali Mohammed Thunayan Al-Ghanim,1114405131
3928,Hamad Al-Midlij,1072759720
3929,Ibrahim Al-Mudhaf,1106123334
3930,Abdullah Al-Nibari,1096143240
3931,Salem Al-Ali Al-Sabah,1113300941
3932,Mubarak Al-Zwair,1097480618
3933,Arstanbek Abdyldayev,1088711366
3934,Akbaraly Aitikeev,1015639087
3935,Bermet Akayeva,1108804084
3936,Maxim Bakiyev,1111199135
3937,Janish Bakiyev,1078907651
3938,Uran Botobekov,1031944024
3939,Bayaman Erkinbayev,1009720899
3940,Kanybek Isakov,1108850828
3941,Sadyr Japarov,1112579237
3942,Maksat Kunakunov,1100989333
3943,Adakhan Madumarov,1053457031
3944,Raimbek Matraimov,1020292463
3945,Nurlan Motuev,1048167255
3946,Jengishbek Nazaraliev,1110615760
3947,Kanat Sadykov,954075754
3948,Medet Sadyrkulov,1078135902
3949,Dastan Sarygulov,1089265314
3950,Zhusupbek Sharipov,1001739515
3951,Sadyk Sher-Niyaz,1105678112
3952,Kamchybek Tashiev,1090085966
3953,Maryam Tugambayeva,1081667127
3954,Kham Ouane Boupha,939943944
3955,Sisouk na Champassak,1064794126
3956,Zong Zoua Her,1076816082
3957,Faydang Lobliayao,1107940959
3958,Salath Rasasack,994125276
3959,Khamphoui Sisavatdy,1055485895
3960,Beness Aijo,1110728038
3961,Ojārs Ēriks Kalniņš,1114677402
3962,Vilhelms Munters,1099643612
3963,Andrievs Niedra,1093568731
3964,Voldemārs Ozols,1089997466
3965,Pēteris Pētersons,1020741324
3966,Pavels Rebenoks,1105550921
3967,Krišjānis Valdemārs,1114306933
3968,Jānis Vitenbergs,1096717048
3969,Marwan Abboud,1104776395
3970,Ibrahim al-Abdallah,1007918670
3971,Abdulhamid Al-Rafi’i,1100044792
3972,Massoud Achkar,1101361346
3973,Anwar al-Fatayri,1112346029
3974,Shakib Arslan,1087561148
3975,Ahmed Kamel Asaad,1036681388
3976,Asmar Asmar,934139580
3977,Hanna Atik,1111318051
3978,Mahmoud Awad,1086014873
3979,Jean Aziz,1055786114
3980,As'ad Adib Bayudh,1033948424
3981,Emile Bustani,1078969693
3982,Nicolas Chammas,1095167423
3983,Henri Chedid,1102381471
3984,Faisal Daoud,1114494277
3985,Jad Demian,1056836850
3986,Sarkis Dkhrouni,1093486151
3987,Michel Elefteriades,1105966086
3988,Inaya Ezzeddine,1091807058
3989,Mohammad Hussein Fadlallah,1111766120
3990,Fakhr Fakhr,1033947740
3991,Tony Frangieh Jr.,1114991501
3992,Nabil de Freige,1106121049
3993,Nicolas Ghosn,1113773407
3994,Mohammad Al Hajj Hassan,971823427
3995,Wassef El Harakeh,1087959246
3996,Ziad Hawat,1099448932
3997,Saadallah Howayek,986027008
3998,Mohsen Ibrahim,1101183010
3999,Gabriel Issa,1054082287
4000,Nazira Jumblatt,1088646320
4001,Violette Khairallah Safadi,1110769392
4002,Anwar al-Khatib (Lebanon),1020172334
4003,Albert Kostanian,1100952098
4004,Assad Kotaite,1065535329
4005,Ibrahim Kulaylat,1114649835
4006,Cesar Maalouf,1115225460
4007,Fadi Makki,1112425111
4008,Chibli Mallat,1114673252
4009,Chadi Massaad,1080949991
4010,Kayssar Moawad,972676618
4011,Muhammad Jamil Bayyuhum,1112086069
4012,Georges Naccache,1099005110
4013,Edmond Naïm,1112346030
4014,Naoum Labaki,1094361748
4015,Chafic Nassif,1096934466
4016,Mohamad Osseiran,1090135871
4017,Vahan Papazian,1114420722
4018,Philippe El Khazen,1105532168
4019,Edmond Rizk,1096324706
4020,Fady Saad,1033947667
4021,Osama Saad,1102998707
4022,Waddah Sadek,1100922577
4023,Alice Shabtini,1059832647
4024,Abu Youssef Sharqieh,762411418
4025,Joseph Skaff,1095147871
4026,Myriam Skaff,1105734768
4027,Maurice Sleem,1114994320
4028,Mounira Solh,1103683839
4029,Fares Souaid,1091618473
4030,Strong Lebanon,1111162572
4031,Jean Talouzian,1115225277
4032,Imad Wakim,1105568437
4033,Amal Abou Zeid,1110787396
4034,Tsepo Mzonethi,1090856440
4035,Maphoka Motoboli,1060492645
4036,Keketso Rantso,1081425950
4037,Lebohang Thotanyane,988255983
4038,Thomas Nimene Botoe,1032852481
4039,Laurence Konmla Bropleh,1111811069
4040,MacDella Cooper,1090905959
4041,Ellen Corkrum,1073787199
4042,Alexander B. Cummings Jr.,1082609064
4043,Bernice Dahn,1065553283
4044,Josiah Johnson (footballer),1077574201
4045,Wesley Momo Johnson,1103796944
4046,Roland B. Kai,1082873073
4047,Boima Kamara,1085305979
4048,J. Edwin Lloyd,1043104532
4049,Momulu Massaquoi,1108938993
4050,Nathaniel Varney Massaquoi,1102401865
4051,Edward B. McClain Jr.,1064569309
4052,Eugene Lenn Nagbe,1083251751
4053,John Brown Russwurm,1094234122
4054,Clarence Lorenzo Simpson Jr.,1105954487
4055,Jeremiah Sulunteh,1083116492
4056,Alaric Tokpa,1109480786
4057,E. Reginald Townsend,1097308313
4058,Blahsue Vonleh,966652408
4059,Tom Woewiyu,1106530241
4060,Abdullah al-Lafi,1110626129
4061,Ahmed Rafiq Almhadoui,980219181
4062,Mohamed Abulasʽad El-ʽAlem,978820765
4063,Abd-Rabbo al-Barassi,1107627532
4064,Fathi Bashagha,1107188555
4065,Mohamed Ben Ghalbon,1045780839
4066,Ahmad Bishti,988068224
4067,Abdul Hamid Dbeibeh,1110571770
4068,Ehtuish Ehtuish,1095905433
4069,Mohamed Eshtewi,1108004165
4070,Ahmed Gaddaf al-Dam,1111251503
4071,Hisham Ben Ghalbon,983057293
4072,Khalifa Haftar,1093248500
4073,El Waer Hakim,1038171285
4074,Ibrahim Jadhran,1077956574
4075,Leila bin Khalifa,1114489972
4076,Al-Aref al-Khoga,891615339
4077,Musa Al-Koni,1114169303
4078,Mohamed al-Menfi,1113266300
4079,Abd al-Mawla Naqi,1088160861
4080,Abdullah Naker,1064641845
4081,Aref Ali Nayed,1099167616
4082,Abdel Wahab Qaid,1077575299
4083,Ali Sahli,997716381
4084,Bashir Saadawi,1097982743
4085,Fayez al-Sarraj,1113620301
4086,Mohammed El Senussi,1112955623
4087,Abdulrahman Sewehli,1041934642
4088,Ashour Suleiman Shuwail,1062396177
4089,Mohamed Taha Siala,1040410236
4090,Alfons Goop,1030085950
4091,Peter Kaiser (historian),1086304418
4092,Aleksandras Ambrazevičius,1055137919
4093,Leonas Apšega,1055138262
4094,Mykolas Arlauskas,1102542977
4095,Rimantas Astrauskas,1055138314
4096,Adomas Ąžuolas Audickas,1034971366
4097,Edminas Bagdonas,1107087749
4098,Zbignev Balcevič,1067686942
4099,Vilius Baldišis,1055138352
4100,Vladimiras Beriozovas,1081645523
4101,Kazys Boruta,1111128086
4102,Dalius Čekuolis,981172806
4103,Virgilijus Čepaitis,1055139334
4104,Jan Ciechanowicz,1113206685
4105,Audra Dagelytė,978650593
4106,Juozas Gabrys,1110562273
4107,Balys Gajauskas,1055139477
4108,Bronislovas Genzelis,1081643813
4109,Eimantas Grakauskas,1081646343
4110,Kęstutis Grinius,1096138707
4111,Šarūnas Gustainis,1108456889
4112,Gintautas Iešmantas,1055139730
4113,Stanislovas Gediminas Ilgūnas,1055139813
4114,Martynas Jankus,989879897
4115,Albinas Januška,1065010470
4116,Jurgis Jurgelis,1090998151
4117,Antanas Karoblis,1016154111
4118,Juozas Karvelis,1092210484
4119,Vytautas Kolesnikovas,1098843848
4120,Szymon Konarski,1047077008
4121,Stasys Kropas,978236314
4122,Petras Kubiliūnas,1102814878
4123,Česlovas Kudaba,1051528968
4124,Algirdas Kumža,1095333348
4125,Dalia Kuodytė,1089537824
4126,Bronius Kuzmickas,1071198129
4127,Jonas Liaučius,1020554126
4128,Zita Loseva,1108440479
4129,Stasys Lozoraitis (junior),1113338752
4130,Jonas Mačys,1018920109
4131,Mykolas Majauskas,1114904944
4132,Vytautas Matulevičius,1091859390
4133,Deividas Matulionis,1101102702
4134,Darius Mažintas,978234421
4135,Visvaldas Mažonas,1111828286
4136,Albertas Miškinis,1091314043
4137,Donatas Morkūnas,1090323288
4138,Mindaugas Murza,1023934564
4139,Algimantas Norvilas,1100321449
4140,Grzegorz Antoni Ogiński,1104130589
4141,Vytautas Paliūnas,989408024
4142,Rolandas Paulauskas,1020295832
4143,Eugenijus Petrovas,1090157894
4144,Virginijus Pikturna,1110987732
4145,Petras Poškus,1105344855
4146,Vidmantas Povilionis,978236741
4147,Antanas Purėnas,1053162971
4148,Liudvikas Narcizas Rasimavičius,978229778
4149,Liudvikas Saulius Razma,1108537637
4150,Kęstutis Rimkus,1084581486
4151,Romualdas Rudzys,1078622083
4152,Valerijonas Šadreika,1016659563
4153,Kazimieras Saja,1089760495
4154,Józef Sapieha,1005625450
4155,Gediminas Šerkšnys,1019817150
4156,Liudvikas Simutis,1020199058
4157,Jonas Tamulis,1020058624
4158,Vladas Terleckas,1001712089
4159,Zigmas Vaišvila,1090444812
4160,Rimvydas Valatka,1097742567
4161,Birutė Valionytė,1115082962
4162,Povilas Varanauskas,1115085817
4163,Iosif Vareikis,1095024223
4164,Eduardas Vilkas,1051384630
4165,Povilas Višinskis,1080541534
4166,Alfonsas Žalys,1051529875
4167,Nicolas Biever,1040168986
4168,René Blum (politician),1098326089
4169,Dominique Brasseur,1036127322
4170,Xavier Brasseur,1095247221
4171,Jean-Pierre Büchler,972475222
4172,Corinne Cahen,1091081009
4173,Sven Clement,1106657885
4174,Émile Colling,1093095448
4175,Lex Delles,1096618433
4176,Carole Dieschbourg,1108005686
4177,Norbert Dumont,1098325935
4178,Paul Elvinger,1105609969
4179,Frank Engel (politician),1067686448
4180,Jean Ersfeld,1045766144
4181,Johannes Olav Fallize,1098325847
4182,Marc Hansen (politician),972541291
4183,Aloyse Hentgen,1033045810
4184,Dan Kersch,1100444711
4185,Fred Keup,1098325820
4186,Guillaume Konsbruck,1032222770
4187,Damian Kratzenberg,1109668652
4188,Pierre Krier,1025075327
4189,Léon de la Fontaine,989275202
4190,Andy Maar,1083972057
4191,Norbert Metz,1098326093
4192,Maggy Nagel,972402515
4193,Camille Ney,972474614
4194,Alphonse Osch,1011079244
4195,Roy Reding,1098325858
4196,Émile Schaus,1011079294
4197,Meris Šehović,1090540880
4198,Émile Servais,1021508291
4199,Joe Thein,1106126986
4200,Jean Ulveling,1044934913
4201,Dominique Urbany,1011079343
4202,René Urbany,1035637714
4203,Jup Weber,1103547818
4204,Augustin Andriamananoro,1088440296
4205,Andriamihaja,1049859568
4206,Gilbert Annette,1074411018
4207,Azaly Ben Marofo,1015779867
4208,Laurent Botokeky,1052355009
4209,Monja Jaona,1036147967
4210,Ralijaona Laingo,1025261917
4211,Lucien Xavier Michel-Andrianarahinjaka,1058321016
4212,Jacques Rabemananjara,1110634693
4213,Césaire Rabenoro,1061411568
4214,Bruno Rajaonson,1109478359
4215,Patrick Rajoelina,1093046293
4216,Jean Ralaimongo,1110879918
4217,Pierre Ramampy,1028215428
4218,Hyppolite Ramaroson,1099375685
4219,Nadine Ramaroson,1096471853
4220,Jonah Ranaivo,1078436404
4221,Mamy Ranaivoniarivo,1098113446
4222,Michel Randria,1015780786
4223,Marcel Ranjeva,1109937144
4224,Roseline Emma Rasolovoahangy,1089223300
4225,Ratsitatanina,1036475970
4226,Lalao Ravalomanana,1113003603
4227,Mahasumpo Raveloson,1089036415
4228,Benja Razafimahaleo,1072140578
4229,Honoré N. Razafindramiandra,1089940988
4230,Andre Resampa,1073329416
4231,Christian Rémi Richard,1112933791
4232,Albert Sylla,1075808888
4233,Norbert Zafimahova,1015780135
4234,Attati Mpakati,1108000857
4235,Albert Muwalo,1114849569
4236,Cornelius Mwalwanda,1105542555
4237,Kingsely Namakhwa,1064384238
4238,Mary Shawa,1112290811
4239,James John Skinner,1113854291
4240,Michael Usi,1107660890
4241,Abang Haji Abdillah,1056543425
4242,Abdul Ghani Mohamed Yassin,1113182866
4243,Abdul Manaf Hashim,1090466536
4244,Abdullah CD,1110169461
4245,Abu Samah Mohd Kassim,1110963661
4246,Ahmad Johnie Zawawi,1044948332
4247,Ahmad Zaidi Adruce,1099900353
4248,Kontik Kamariah Ahmad,1110357674
4249,Zainal Abidin Ahmad (writer),1113287141
4250,Aidi Moktar,1090469435
4251,Aliasgar Basri,1095268056
4252,Abdul Rahman Andak,1104820799
4253,Arifin Asgali,1044383047
4254,Assaffal P. Alian,1099124313
4255,Awang Tengah Ali Hasan,1113182818
4256,Aznel Ibrahim,1110533050
4257,R. G. Balan,1110533095
4258,Abdul Aziz bin Husain,971530690
4259,Chai Kim Sen,1106368685
4260,Chen Tien,1031735962
4261,Chin Peng,1107270533
4262,Chong Ted Tsiung,1108544226
4263,Chong Zhemin,1095389334
4264,Lily Eberwein,1108044673
4265,Ellron Alfred Angin,1113511050
4266,Eu Chooi Yip,1070490957
4267,Shamsiah Fakeh,1101748227
4268,Fong Chong Pik,1001009224
4269,Ghulamhaidar Khan,1075437508
4270,Gopalakrishnan Subramaniam,1110053029
4271,Guan Dee Koh Hoi,1100039608
4272,Joachim Gunsalam,1114400966
4273,Hajiji Noor,1100750347
4274,Najwan Halimi,1111870236
4275,Hamisa Samat,1113042660
4276,Heah Joo Seang,1090938871
4277,Hii King Chiong,1027073601
4278,Akmar Hisham,1107461682
4279,Hishamuddin Rais,1089314868
4280,Hasnoor Hussein,1077836051
4281,Ishak Haji Muhammad,1035141510
4282,Rozman Isli,1108497849
4283,Mazlan Ismail,1113193039
4284,Ahmad Kamil Jaafar,1113197409
4285,Jefridin Atan,1106337099
4286,John Ambrose (politician),1112592341
4287,Kassim Ahmad,1090209181
4288,Keshvinder Singh,1108756333
4289,Devaki Krishnan,1104869132
4290,Jennifer Lasimbang,1073057505
4291,Lau Pak Khuan,1058822389
4292,Lau Yew,1088062798
4293,Azlan Mohd Lazim,968561996
4294,Lee Kiat Lee,1099721190
4295,Philip Lee Tau Sang,1090146763
4296,Lim Siew Khim,1109999547
4297,Lim Ban Hong,1077836086
4298,Oscar Ling,1113183873
4299,Liou Chen Kuang,1052006400
4300,Lukanisman Awang Sauni,1099663583
4301,Rashid Maidin,1092905349
4302,Masidi Manjun,1102291819
4303,Masiung Banah,1112581071
4304,N.K. Menon,1097999475
4305,Mohamad Fazli Mohamad Salleh,1110532542
4306,Mohamad Noor Dawoo,1110532561
4307,Mohamad Zaim Abu Hassan,1110532586
4308,Mohamad Zuraimi Razali,1110019509
4309,Mohd Osman Mohd Jailu,1110019382
4310,John Victor Morais,1095635753
4311,Muhammad Faiz Fadzil,1111890340
4312,Muhd Fadhil Nuruddin,1110532712
4313,Muis Picho,1090461411
4314,Ng Lam Hua,1114406039
4315,Khairin Nisa,1110532690
4316,Ong Kow Meng,1110227480
4317,Samsudin Osman,1101069822
4318,K. Pathmanaban,1050612192
4319,Peter Anthony,1090082414
4320,Mamad Puteh,1104359904
4321,Ras Adiba Radzi,1110892125
4322,Raja Ahmad Zainuddin Raja Omar,1093072163
4323,Rasinin Kautis,1059926880
4324,Razali Idris,1052007243
4325,Ronnie Liu Tian Khiew,1115209529
4326,Abang Muhammad Salahuddin,1097436370
4327,Jaujan Sambakong,1095150670
4328,Sarifuddin Hata,1090469603
4329,Sedomon Gunsanad Kina,1107695722
4330,See Chee How,1113114002
4331,Ajis Sitin,1087994159
4332,Murugesan Sinnandavar,1102947032
4333,Hashim Suboh,1062795670
4334,Abdul Rahman Sulaiman,1110686188
4335,Arunarsin Taib,1109410129
4336,Tan Keng Liang,1052007347
4337,Nathaniel Tan,1106899406
4338,Lai Teck,1113084195
4339,Kamarulzaman Teh,1111469791
4340,Teng Chang Yeow,1105707535
4341,Jason Teoh,1097385777
4342,R.S. Thanenthiran,1105856407
4343,Uda Sulai,1095616919
4344,Sukarti Wakiman,1093149014
4345,Wan Mohamed Wan Teh,1095237082
4346,Wan Rosdy Wan Ismail,1108769286
4347,Wilson Ugak Kumbong,1110532734
4348,Eli Wong,683715284
4349,Ibrahim Yaacob,1087075628
4350,Ismail Yaacob,1077828032
4351,Loke Yuen Yow,1110532900
4352,Yusnan Yusof,1110020386
4353,Ahmed Adeeb,1106334283
4354,Ilham Ahmed,1106063792
4355,Ahmed Shiaan,1067997084
4356,Mohamed Asim,955470814
4357,Ahmed Faris Maumoon,1102160506
4358,Abdulla Jihad,1089747576
4359,Abdul Majeed Mahir,1106388324
4360,Ahmed Mahloof,1078645831
4361,Reeko Moosa Manik,1107779437
4362,Abdulla Maseeh Mohamed,1059204112
4363,Mohamed Ashmalee,1111595852
4364,Sharif Mohamed,1083923279
4365,Aishath Nahula,1089278693
4366,Faisal Naseem,1107172292
4367,Nazra Naseem,1078645574
4368,Abdulla Shahid,1110092102
4369,Shidhatha Shareef,1017388783
4370,Mohammed Waheed Deen,1044202943
4371,Umar Zahir (politician),1100415861
4372,Muad Mohamed Zaki,1005292519
4373,Moosa Zameer,1021848119
4374,Zahiya Zareer,1088366275
4375,Alwata Ichata Sahi,1063977010
4376,Sangaré Niamoto Ba,1114946966
4377,Siby Ginette Bellegarde,1053500952
4378,Cheick Bougadary Traoré,1062893043
4379,Dramane Dembélé,1106209182
4380,Hamadoun Dicko,1003750425
4381,Mamadou Djigué,1053500397
4382,Amadou Doucoure,1006368886
4383,Ly Taher Dravé,1104316510
4384,Diabaté Fatoumata Guindo,1070268003
4385,Mahamane Haidara,1020670814
4386,Jamille Bittar,1062893055
4387,Mamadou Konaté,1070022832
4388,Garan Fabou Kouyate,1107811823
4389,Mamadou M'Bodje,1093590895
4390,Achérif Ag Mohamed,1053498169
4391,Zeïni Moulaye,1103491147
4392,N'Diaye Ramatoulaye Diallo,1112669298
4393,Yeah Samake,1095147868
4394,Foutanga Babani Sissoko,1104202484
4395,Ousmane Sy,1053500811
4396,Amadou Toumani Touré,1078564743
4397,Demba Traoré (politician),1053499445
4398,Salimata Traoré,1074144594
4399,Ismaël Wagué,1053499897
4400,Anthony Borg Barthet,1050188755
4401,Leo Brincat,1101776347
4402,Clyde Caruana,1111217031
4403,Manwel Dimech,1105882271
